year,name,artists,album,popularity,release_date,lyrics,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2008,I'm Yours,Jason Mraz,I'm Yours,61,2008-02-12,"99 ContributorsTranslationsPortuguêsΕλληνικάDeutschI’m Yours Lyrics[Verse 1]
Well, you done done me in, you bet I felt it
I tried to be chill, but you're so hot that I melted
I fell right through the cracks
Now, I'm trying to get back
Before the cool done run out, I'll be giving it my bestest
And nothing's gonna stop me but divine intervention
I reckon it's again my turn
To win some or learn some

[Chorus]
But I won't hesitate no more, no more
It cannot wait, I'm yours

[Post-Chorus]
Mm, mm

[Verse 2]
Well, open up your mind and see like me
Open up your plans and, damn, you're free
Look into your heart and you'll find
Love, love, love, love
Listen to the music of the moment, people dance and sing
We're just one big family
And it's our godforsaken right to be
Loved, loved, loved, loved, loved


[Chorus]
So I won't hesitate no more, no more
It cannot wait, I'm sure
There's no need to complicate, our time is short
This is our fate, I'm yours

[Bridge]
Do you want to come on
Scootch on over closer, dear
And I will nibble your ear
Woah, oh-oh
Woah, oh, oh, oh
Oh-oh-oh-oh-oh, ah-ha
Mhm

[Verse 3]
I've been spending way too long checking my tongue in the mirror
And bending over backwards just to try to see it clearer
But my breath fogged up the glass
And so I drew a new face and I laughed
I guess what I be saying is there ain't no better reason
To rid yourself of vanities and just go with the seasons
It's what we aim to do
Our name is our virtue

[Chorus]
But I won't hesitate no more, no more
It cannot wait, I'm yours


[Outro]
Well, open up your mind and see like me (I won't hesitate)
Open up your plans and, damn, you're free (No more, no more)
Look into your heart and you'll find that (It cannot wait)
The sky is yours (I'm sure)
So please don't, please don't, please don't (No need to complicate)
There's no need to complicate (Our time is short)
'Cause our time is short (This is our fate)
This, oh, this, oh, this is our fate
I'm yours, ah
Oh, I'm yours
Oh, oh, I'm yours
Oh, woah
Baby, do believe I'm yours
You best believe, you best believe I'm yours
Mhm, mhm",242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,acoustic
2008,Shadow of the Day,Linkin Park,Minutes to Midnight,53,2007-05-14,"68 ContributorsTranslationsPortuguêsItalianoDeutschShadow of the Day Lyrics“Shadow of the Day” is the fifth track of Linkin Park’s third studio album Minutes to Midnight.

The song is about someone who is about to die. It’s hard to let that person go…but sometimes is the best… Read More [Verse 1]
I close both locks below the window
I close both blinds and turn away
Sometimes solutions aren't so simple
Sometimes goodbye's the only way, oh

[Pre-Chorus]
And the sun will set for you
The sun will set for you

[Chorus]
And the shadow of the day
Will embrace the world in gray
And the sun will set for you

[Verse 2]
In cards and flowers on your window
Your friends all plead for you to stay
Sometimes beginnings aren't so simple
Sometimes goodbye's the only way, oh

[Pre-Chorus]
And the sun will set for you
The sun will set for you

[Chorus]
And the shadow of the day
Will embrace the world in gray
And the sun will set for you


[Instrumental Bridge]

[Chorus]
And the shadow of the day
Will embrace the world in gray
And the sun will set for you

[Instrumental Break]

[Chorus]
And the shadow of the day
Will embrace the world in gray
And the sun will set for you
[Instrumental Outro]",290360,False,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,4,alternative
2008,Feels Like Tonight,Daughtry,Daughtry,49,2006-11-20,"16 ContributorsFeels Like Tonight Lyrics[Verse 1]
You, you got me
Thinking it'll be alright
You, you told me
""Come and take a look inside""
You believe me
In every single lie
But I, I failed you this time

[Chorus]
And it feels like tonight
I can't believe I'm broken inside
Can't you see that there's nothing that I wanna do
But try to make it up to you
And it feels like tonight
Tonight

[Verse 2]
I was waiting
For the day you'd come around
I was chasing
But nothing was all I found
From the moment you came into my life
You showed me what's right

[Chorus]
And it feels like tonight
I can't believe I'm broken inside
Can't you see that there's nothing that I wanna do
But try to make it up to you
And it feels like tonight


[Bridge]
I never felt like this before
Just when I leave, I'm back for more
Nothing else here seems to matter
In these ever-changing days
You're the one thing that remains
I could stay like this forever

[Chorus]
And it feels like tonight
I can't believe I'm broken inside
Can't you see that there's nothing that I wanna do
But try to make it up to you
And it feels like tonight

[Outro]
Tonight (Feels like tonight)
Tonight (Feels like tonight)
'Cause there's nothing that I wanna do
But try to make it up to you
And it feels like tonight
Tonight

[Guitar Fade-Out]",238733,False,0.483,0.903,6,-3.151,1,0.0451,0.000849,0.0,0.118,0.318,130.986,4,grunge
2008,Shake It,Metro Station,Metro Station,55,2007,"48 ContributorsShake It Lyrics“Shake It” is the fourth track off Metro Station’s debut self titled album. The song was a huge commercial success, with the single reaching a 2x platinum certification in the US.

Let me paint a picture for… Read More [Intro: Trace Cyrus & Mason Musso, Mason Musso]
Let’s drop!
Yeah, come on
Shake, shake

[Verse 1: Trace Cyrus]
I'll take you home if you don't leave me at the front door
Your body's cold, but girl, we're getting so warm
And I was thinking of ways that I could get inside

[Pre-Chorus: Mason Musso]
Tonight, you're falling in love (Let me go now)
This feeling's tearing me up (Here we go now)

[Chorus: Mason Musso]
Now if she does it like this, will you do it like that?
Now if she touches like this, will you touch her right back?
Now if she moves like this, will you move her like that?
Come on, shake shake, shake shake, a-shake it

[Post-Chorus: Mason Musso & Justin Pierre]
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it


[Verse 2: Trace Cyrus]
Your lips tremble, but your eyes are in a straight stare
We're on the bed, but your clothes are laying right there
And I was thinking of places that I could hide

[Pre-Chorus: Mason Musso]
Tonight you're falling in love (Let me go now)
This feeling's tearing me up (Here we go now)

[Chorus: Mason Musso]
Now if she does it like this, will you do it like that?
Now if she touches like this, will you touch her right back?
Now if she moves like this, will you move her like that?
Come on, shake shake, shake shake, a-shake it

[Post-Chorus: Mason Musso & Justin Pierre]
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it

[Bridge: Trace Cyrus, Mason Musso]
I saw you dancing and I couldn't get you off my mind
And I could tell that you could tell that I was taking my time
But I was thinking of ways to get you staying the night
Your body's shaking, tell me off so I can turn off the lights


[Chorus: Mason Musso]
Now if she does it like this, will you do it like that?
Now if she touches like this, will you touch her right back?
Now if she moves like this, will you move her like that?
Come on, shake shake, shake shake, a-shake it

[Post-Chorus: Mason Musso & Justin Pierre]
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it

[Outro: Justin Pierre & Mason Musso]
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it
A-shake shake, shake shake, a-shake it",179946,False,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,4,punk
2008,Stop And Stare,OneRepublic,Stop And Stare (International Version),0,2008-01-01,"45 ContributorsStop and Stare LyricsThis song was OneRepublic’s second big hit, and it marked a crucial, “make it or break it” moment in their history, as recounted in the mini-documentary Don’t Look Down. Would “Apologize” be their first and… Read More [Verse 1]
This town is colder now, I think it's sick of us
It's time to make our move, I'm shaking off the rust
I've got my heart set on anywhere but here
I'm staring down myself, counting up the years

[Pre-Chorus]
Steady hands, just take the wheel
Every glance is killing me
Time to make one last appeal
For the life I lead

[Chorus]
Stop and stare
I think I'm moving, but I go nowhere
Yeah, I know that everyone gets scared
But I've become what I can't be, oh
Stop and stare
You start to wonder why you're here, not there
And you'd give anything to get what's fair
But fair ain't what you really need
Oh, can you see what I've seen?

[Verse 2]
They're trying to come back, all my senses push
Untie the weight bags, I never thought I could


[Pre-Chorus]
Steady feet, don't fail me now
I'ma run till you can't walk
Something pulls my focus out
And I'm standing down

[Chorus]
Stop and stare
I think I'm moving, but I go nowhere
Yeah, I know that everyone gets scared
But I've become what I can't be, whoa-oh
Stop and stare
You start to wonder why you're here, not there
And you'd give anything to get what's fair
But fair ain't what you really need
Oh, you don't need

[Bridge]
Oh, ooh
Oh
Oh, ooh
What you need
What you need
What you need

[Outro]
Stop and stare
I think I'm moving, but I go nowhere
Yeah, I know that everyone gets scared
I've become what I can't be
Oh, do you see what I see?",223800,False,0.329,0.866,4,-4.328,1,0.0484,0.0724,0.0,0.0869,0.257,184.793,4,piano
2008,Love Story,Taylor Swift,Love Story,0,2008-09-12,"162 ContributorsTranslationsFrançaisEspañolPortuguêsDeutschСрпскиLove Story LyricsTaylor was inspired to write “Love Story” when she was going through a difficult situation with a boy she liked, whom she wasn’t “officially” dating. The song has been rumored to be about two singers – the… Read More [Verse 1]
We were both young when I first saw you
I close my eyes and the flashback starts
I'm standing there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello""
Little did I know

[Pre-Chorus]
That you were Romeo, you were throwing pebbles
And my daddy said, ""Stay away from Juliet""
And I was crying on the staircase
Begging you, ""Please don't go,"" and I said

[Chorus]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""

[Verse 2]
So I sneak out to the garden to see you
We keep quiet 'cause we're dead if they knew
So close your eyes
Escape this town for a little while, oh, oh


[Pre-Chorus]
'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was begging you, ""Please don't go,"" and I said

[Chorus]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
Romeo, save me, they're trying to tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say, ""Yes""

[Post-Chorus]
Oh, oh

[Bridge]
But I got tired of waiting
Wondering if you were ever coming around
My faith in you was fading
When I met you on the outskirts of town and I said

[Chorus]
""Romeo, save me, I've been feeling so alone
I keep waiting for you, but you never come
Is this in my head? I don't know what to think""
He knelt to the ground and pulled out a ring, and said
""Marry me, Juliet, you'll never have to be alone
I love you and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say 'Yes'""


[Outro]
Oh, oh, oh
Oh, oh, oh
'Cause we were both young when I first saw you",236266,False,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,4,pop
2008,Paralyzer,Finger Eleven,Them Vs. You. Vs. Me,0,2007,"47 ContributorsParalyzer Lyrics[Verse 1]
I hold on so nervously to me and my drink
I wish it was cooling me
But so far has not been good, it's been shitty
And I feel awkward as I should
This club has got to be the most pretentious thing
Since I thought you and me

[Pre-Chorus]
Well, I am imagining a dark lit place
Or your place or my place

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Verse 2]
I hold out for one more drink, before I think
I'm looking too desperately
But so far has not been fun, I should just stay home
If one thing really means one
This club will hopefully be closed in three weeks
That would be cool with me


[Pre-Chorus]
Well, I'm still imagining a dark lit place
Or your place or my place

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Instrumental Bridge]

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you
Not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Outro]
You'll probably move right through me on my way to you
You'll probably move right through me on my way to you",208106,False,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,4,grunge
2008,It's Not My Time,3 Doors Down,3 Doors Down (International Alt BP Version),0,2008-05-19,"17 ContributorsIt’s Not My Time LyricsThe song’s lyrics seem to hold a theme which is very reminiscent of the title, “It’s Not My Time”. Very powerful vocals are present as the singer urges himself to keep pushing no matter how tough it may seem… Read More [Verse 1]
Looking back at the beginning of this
And how life was
Just you and me lovin' all of our friends
Living life like an ocean
But now the current's only pulling me down
It's getting harder to breathe
It won't be too long and I'll be going under
Can you save me from this?

[Chorus]
'Cause it's not my time, I'm not going
There's a fear in me, it's not showing
This could be the end of me
And everything I know
Ooh, but I won't go

[Verse 2]
I look ahead to all the plans that we made
And the dreams that we had
I'm in a world that tries to take 'em away
Oh, but I'm taking them back
'Cause all this time I've just been too blind to understand
What should matter to me
My friend, this life we live, it's not what we have
It's what we believe in


[Chorus]
It's not my time, I'm not going
There's a fear in me, it's not showing
This could be the end of me
And everything I know
But it's not my time, I'm not going
There's a will in me and now I know that
This could be the end of me
And everything I know
Ooh, but I won't go, whoa, whoa, oh-oh
I won't go

[Bridge]
There might be more than you believe
There might be more than you believe
There might be more than you can see

[Chorus]
But it's not my time, I'm not going
There's a fear in me, it's not showing
This could be the end of me
And everything I know
But it's not my time, I'm not going
There's a will in me and now it's gonna show
This could be the end of me
And everything I know
Oh-oh


[Bridge]
There might be more than you believe
There might be more than you believe
And there might be more than you can see

[Outro]
But I won't go
Oh no, I won't go down
Yeah",241960,False,0.529,0.934,0,-4.808,1,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,4,grunge
2009,Replay,Iyaz,Replay,71,2009-08-11,"101 ContributorsTranslationsDeutschReplay LyricsA chart-topping single released by Iyaz on July 7th, 2009. It didn’t get popular until later in the year, leading into 2010.

This was the first single off his debut album, also entitled Replay, first… Read More [Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singing like​
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay (J-J-J-JR), replay

[Verse 1]
Remember the first time we met?
You was at the mall with your friend
I was scared to approach ya, but then you came closer
Hoping you would give me a chance
Who would have ever knew
That we would ever be more than friends?
We're real worldwide, breaking all the rules
She like a song played again and again

[Pre-Chorus]
(That girl) like something off a poster
(That girl) is a dime they say
(That girl) is a gun to my holster
And she's running through my mind all day, ayy


[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singing like​ (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay

[Verse 2]
See you been all around the globe
Not once did you leave my mind
We talk on the phone, from night 'til the morn'
Girl, you really changed my life
Doin' things I never do
I'm in the kitchen cooking things she likes
We're real worldwide, breaking all the rules
Someday I wanna make you my wife

[Pre-Chorus]
(That girl) like something off a poster
(That girl) is a dime they say (Hey)
(That girl) is a gun to my holster
And she's running through my mind all day, ayy


[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay (Oh)
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay

[Bridge]
I can be your melody
Oh, girl, I could write you a symphony
The one that could fill your fantasies
So come baby girl, let's sing with me, ayy
I can be your melody
Oh, girl, I could write you a symphony
The one that could fill your fantasies
So come baby girl let's sing with me, ayy
Na, na-na, na-na, na-na
Na-na, na-na, na-naa
Shawty got me singing
Na, na-na, na-na, na-na
Na-na, na-na, na-naa
Now she got me singing


[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay (Ayy)
Shawty's like a melody (Like a melody) in my head
That I can't keep out, got me singing like (Hey, ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay",182306,False,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4,dance
2009,Paparazzi,Lady Gaga,The Fame,83,2008-01-01,"121 ContributorsTranslationsEspañolPortuguêsČeskyСрпскиDeutschPaparazzi LyricsIn an interview with Daily Telegraph, Gaga said that “Paparazzi” is about “struggling to balance success and love.”

An excerpt from a separate interview:

The song is about a few different things–it’s about… Read More [Verse 1]
We are the crowd, we're c-comin' out
Got my flash on, it's true
Need that picture of you, it's so magical
We'd be so fantastico
Leather and jeans, garage glamorous
Not sure what it means
But this photo of us, it don't have a price
Ready for those flashing lights
'Cause you know that, baby, I

[Chorus]
I'm your biggest fan, I'll follow you until you love me
Papa-paparazzi
Baby, there's no other superstar, you know that I'll be
Your papa-paparazzi
Promise I'll be kind
But I won't stop until that boy is mine (Yeah-ha)
Baby, you'll be famous, chase you down until you love me
Papa-paparazzi

[Verse 2]
I'll be your girl backstage at your show
Velvet ropes and guitars
Yeah, 'cause you're my rockstar in between the sets
Eyeliner and cigarettes
Shadow is burnt, yellow, dance and we turn
My lashes are dry
Purple teardrops I cry, it don't have a price
Loving you is cherry pie
'Cause you know that, baby, I


[Chorus]
I'm your biggest fan, I'll follow you until you love me
Papa-paparazzi
Baby, there's no other superstar, you know that I'll be
Your papa-paparazzi
Promise I'll be kind
But I won't stop until that boy is mine (Yeah-ha)
Baby, you'll be famous, chase you down until you love me
Papa-paparazzi

[Bridge]
Real good, we dance in the studio
Snap, snap to that shit on the radio
Don't stop for anyone
We're plastic, but we still have fun

[Chorus]
I'm your biggest fan, I'll follow you until you love me
Papa-paparazzi
Baby, there's no other superstar, you know that I'll be
Your papa-paparazzi
Promise I'll be kind
But I won't stop until that boy is mine (Yeah-ha)
Baby, you'll be famous, chase you down until you love me
Papa-paparazzi",208173,False,0.761,0.734,5,-2.871,0,0.0428,0.129,0.0,0.086,0.375,114.907,4,dance
2009,21 Guns,Green Day,21st Century Breakdown,78,2009-05-15,"109 ContributorsTranslationsFrançaisTürkçe21 Guns Lyrics“21 Guns”, the second single off 21st Century Breakdown, is a power ballad that questions war and shows a narrator looking for peace. When taken on its own out of the 21st Century Breakdown story-arc, the… Read More [Verse 1]
Do you know what's worth fightin' for
When it's not worth dyin' for?
Does it take your breath away
And you feel yourself suffocatin'?
Does the pain weigh out the pride
And you look for a place to hide?
Did someone break your heart inside?
You're in ruins

[Chorus]
One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky
You and I

[Verse 2]
When you're at the end of the road
And you lost all sense of control
And your thoughts have taken their toll
When your mind breaks the spirit of your soul
Your faith walks on broken glass
And the hangover doesn't pass
Nothing's ever built to last
You're in ruins


[Chorus]
One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky
You and I

[Bridge]
Did you try to live on your own
When you burned down the house and home?
Did you stand too close to the fire
Like a liar looking for forgiveness from a stone?

[Guitar Solo]

[Verse 3]
When it's time to live and let die
And you can't get another try
Somethin' inside this heart has died
You're in ruins

[Chorus]
One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky
One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky
You and I",322040,False,0.26,0.719,5,-4.765,1,0.0364,0.048,0.0,0.454,0.419,159.072,4,punk
2009,Never Say Never,The Fray,The Fray,70,2009-02-02,"21 ContributorsNever Say Never LyricsNever Say Never is about people holding together even in the worse of times.

Slade said there was a lot of tension among the band and studio while creating this song which Slade feels at fault for. “Tension,… Read More [Verse 1]
Some things we don't talk about
Rather do without and just hold the smile
Falling in and out of love
Ashamed and proud of, together all the while

[Pre-Chorus]
You can never say never
While we don't know when
But time and time again
Younger now than we were before

[Chorus]
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go

[Verse 2]
Picture, you're the queen of everything
Far as the eye can see under your command
I will be your guardian when all is crumbling
I'll steady your hand


[Pre-Chorus]
You can never say never
While we don't know when
But time, time, and time again
Younger now than we were before

[Chorus]
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go

[Bridge]
We're pulling apart and coming together again and again
We're growing apart, but we pull it together
Pull it together, together again

[Chorus]
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go",256613,False,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,4,piano
2009,If Today Was Your Last Day,Nickelback,Dark Horse,74,2008-11-14,"31 ContributorsTranslationsDeutschIf Today Was Your Last Day LyricsNigel Dick directed the music video, which shows what people would do if it really was their last day. In scenes filmed in Miami, Florida, a rich man withdraws all of his money and shares the wealth around… Read More [Verse 1]
My best friend gave me the best advice
He said each day's a gift and not a given right
Leave no stone unturned, leave your fears behind
And try to take the path less traveled by
That first step you take is the longest stride (Would you, would you?)

[Chorus]
If today was your last day
And tomorrow was too late
Could you say goodbye to yesterday? (Would you, would you?)
Would you live each moment like your last?
Leave old pictures in the past?
Donate every dime you have? (Would you, would you?)
If today was your last day (Would you, would you?)
(If today was your last day)

[Verse 2]
Against the grain should be a way of life
What's worth the prize is always worth the fight
Every second counts 'cause there's no second try
(try, try)
So live like you'll never live it twice
Don't take the free ride in your own life (Would you, would you?)

[Chorus]
If today was your last day
And tomorrow was too late
Could you say goodbye to yesterday? (Would you, would you?)
Would you live each moment like your last?
Leave old pictures in the past?
Donate every dime you have? (Would you, would you?)
And would you call old friends you never see?
Reminisce old memories?
Would you forgive your enemies? (Would you, would you?)
And would you find that one you're dreamin' of?
Swear up and down to God above
That you finally fall in love? (That you finally fall in love)
If today was your last day


[Bridge]
If today was your last day
Would you make your mark by mending a broken heart?
You know it's never too late to shoot for the stars
Regardless of who you are
So do whatever it takes (Takes)
'Cause you can't rewind a moment in this life
Let nothin' stand in your way (Way)
'Cause the hands of time are never on your side

[Chorus]
If today was your last day
And tomorrow was too late
Could you say goodbye to yesterday?
Would you live each moment like your last?
Leave old pictures in the past?
Donate every dime you have? (Would you, would you?)
And would you call old friends you never see?
Reminisce old memories?
Would you forgive your enemies? (Would you, would you?)
And would you find that one you're dreamin' of?
Swear up and down to God above
That you finally fall in love? (Would you, would you?)
If today was your last day",249066,False,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0.0,0.092,0.568,89.956,4,grunge
2009,Empire State of Mind (Part II) Broken Down,Alicia Keys,The Element Of Freedom,73,2009-12-15,"44 ContributorsEmpire State of Mind, Part II (Broken Down) Lyrics“Empire State of Mind (Part II) Broken Down” is the second single from The Element Of Freedom. The song is an answer song to the commercially successful hit single “Empire State of Mind” by Jay Z, which also… Read More [Intro]
Ooh, New York
Ooh, New York

[Verse 1]
Grew up in a town that is famous as a place of movie scenes
Noise is always loud, there are sirens all around and the streets are mean
If I can make it here, I can make it anywhere, that's what they say
Seein' my face in lights or my name on marquees found down on Broadway

[Pre-Chorus]
Even if it ain't all it seems (Come on)
I got a pocketful of dreams (Come on)

[Chorus]
Baby, I'm from New York (Oh, yeah)
Concrete jungle where dreams are made of (Oh, come on)
There's nothin' you can't do (Come on)
Now you're in New York (Oh, yeah)
These streets will make you feel brand-new (Oh, come on)
Big lights will inspire you (Big shine)
Hear it for New York (Uh), New York (Yeah), New York (Uh)

[Verse 2]
On the avenue, there ain't ever a curfew, ladies work so hard
Such a meltin' pot, on the corner sellin' rock, preachers pray to God
Hail a gypsy cab, takes me down from Harlem to the Brooklyn Bridge
Someone sleeps tonight with a hunger far more than an empty fridge


[Pre-Chorus]
I'ma make it by any means (Come on)
I got a pocketful of dreams (Come on)

[Chorus]
Baby, I'm from New York (Oh, yeah)
Concrete jungle where dreams are made of (Oh, come on)
There's nothin' you can't do (Come on)
Now you're in New York (Oh, yeah)
These streets will make you feel brand-new (Oh, come on)
Big lights will inspire you (Big shine)
Hear it for New York (Uh), New York (Yeah), New York (Uh)

[Bridge]
One hand in the air for the big city (Uh)
Street lights, big dreams, all lookin' pretty (Yeah)
No place in the world that can compare (Uh)
Put your lighters in the air
Everybody say, ""Yeah, yeah, yeah, yeah""

[Chorus]
In New York (Oh, yeah)
Concrete jungle where dreams are made of (Oh, come on)
There's nothin' you can't do (Come on)
Now you're in New York (Oh, yeah)
These streets will make you feel brand-new (Oh, come on)
Big lights will inspire you (Big shine)
Hear it for New York",216480,False,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,4,soul
2009,Gotta Be Somebody,Nickelback,Dark Horse,71,2008-11-14,"31 ContributorsTranslationsDeutschGotta Be Somebody Lyrics“Gotta Be Somebody” is the first official single released from Nickelback’s sixth studio album, Dark Horse.[Verse 1]
This time, I wonder what it feels like
To find the one in this life
The one we all dream of
But dreams just aren't enough
So I'll be waiting for the real thing
I'll know it by the feeling
The moment when we're meeting
Will play out like a scene
Straight off the silver screen
So I'll be holding my breath
Right up 'til the end
Until that moment when
I find the one that I'll spend forever with

[Chorus]
'Cause nobody wants to be the last one there
'Cause everyone wants to feel like someone cares
Someone to love with my life in their hands
There's gotta be somebody for me like that
'Cause nobody wants to do it on their own (Their own)
And everyone wants to know they're not alone (Not alone)
There's somebody else that feels the same somewhere (The same somewhere)
There's gotta be somebody for me out there

[Verse 2]
Tonight, out on the street, out in the moonlight
And dammit, this feels too right
It's just like déja vu, me standing here with you
So I'll be holding my breath
Could this be the end?
Is it that moment when
I find the one that I'll spend forever with?


[Chorus]
'Cause nobody wants to be the last one there
'Cause everyone wants to feel like someone cares
Someone to love with my life in their hands
There's gotta be somebody for me like that
'Cause nobody wants to do it on their own (Their own)
And everyone wants to know they're not alone (Not alone)
There's somebody else that feels the same somewhere (The same somewhere)
There's gotta be somebody for me out there

[Bridge]
Ooh, you can't give up (When you're looking for)
A diamond in the rough ('Cause you never know)
When it shows up (Make sure you're holding on)
'Cause it could be the one
The one you're waiting on

[Breakdown]
'Cause nobody wants to be the last one there
And everyone wants to feel like someone cares
Someone to love with my life in their hands
There's gotta be somebody for me, oh

[Chorus]
Nobody wants to do it on their own (Their own)
And everyone wants to know they're not alone (Not alone)
There's somebody else that feels the same somewhere (The same somewhere)
There's gotta be somebody for me out there
Nobody wants to be the last one there (When you're looking for)
'Cause everyone wants to feel like someone cares ('Cause you never know)
There's somebody else that feels the same somewhere (Make sure you're holding on)
There's gotta be somebody for me out there",252653,False,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,4,grunge
2009,Second Chance,Shinedown,The Sound of Madness,75,2008-06-23,"45 ContributorsSecond Chance Lyrics“Second Chance” is the 2nd single from the Sound of Madness album.

The song was apparently the most popular on the album, receiving three platinum discs and one gold, as well as extremely high positions on… Read More [Verse 1]
My eyes are open wide
By the way, I made it through the day
I watched the world outside
By the way, I'm leaving out today

[Pre-Chorus]
Well, I just saw Halley's comet, she waved
Said, ""Why you always runnin' in place?""
Even the man in the moon disappeared
Somewhere in the stratosphere

[Chorus]
Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand

[Post-Chorus]
I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

[Verse 2]
Please don't cry one tear for me
I'm not afraid of what I have to say
This is my one and only voice
So listen close, it's only for today


[Pre-Chorus]
Well, I just saw Halley's comet, she waved
Said, ""Why you always runnin' in place?""
Even the man in the moon disappeared
Somewhere in the stratosphere

[Chorus]
Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand

[Post-Chorus]
I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

[Bridge]
Here's my chance
This is my chance

[Chorus]
Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand


[Post-Chorus]
I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

[Outro]
Sometimes ""Goodbye"" is a second chance
Sometimes ""Goodbye"" is a second chance",222066,False,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,4,grunge
